name_0,iso,iso_num,name_1,ccaps_id,year,source,website,pnar,pnar_se,pnar_sz,pgar,pgar_se,pgar_sz,snar,snar_se,snar_sz,sgar,sgar_se,sgar_sz,lit15up,lit15up_se,lit15up_sz,lit1524,lit1524_se,lit1524_sz,lit1519,lit1519_se,lit1519_sz,lit2549,lit2549_se,lit2549_sz,iwatpop,iwatpop_se,iwatpop_sz,isanpop,isanpop_se,isanpop_sz,elecpop,elecpop_se,elecpop_sz,radpop,radpop_se,radpop_sz,tvpop,tvpop_se,tvpop_sz,rdtvpop,rdtvpop_se,rdtvpop_sz,iwathh,iwathh_se,iwathh_sz,isanhh,isanhh_se,isanhh_sz,elechh,elechh_se,elechh_sz,radhh,radhh_se,radhh_sz,tvhh,tvhh_se,tvhh_sz,rdtvhh,rdtvhh_se,rdtvhh_sz
"Burundi","BDI",108,"Bubanza",108002,2011,"DHS","www.measuredhs.com",62.21267,1.541257,1494,102.4726,3.636928,1494,7.844529,.9651009,817,28.77172,2.819628,818,57.79764,2.044328,2144,68.01665,2.74822,878,76.78922,2.812953,487,50.57602,2.023862,1204,64.52475,4.098234,7248,42.42823,5.014913,7248,2.635628,.9433042,7248,55.74854,2.021995,7248,1.855816,.639537,7248,55.49459,2.013759,7248,64.72775,4.048388,1441,41.20702,4.939431,1441,2.563438,.9326984,1441,50.20334,1.984068,1441,1.656027,.6447994,1441,49.76766,1.906297,1441
"Burundi","BDI",108,"Bujumbura Mairie",108003,2011,"DHS","www.measuredhs.com",75.80295,1.635965,718,112.6363,4.013371,719,31.95885,2.921502,563,95.41228,6.530486,563,88.66518,1.183123,2002,88.6348,1.151576,992,86.67936,1.827134,513,88.8212,1.796425,942,90.06953,2.291323,4752,86.2968,4.456155,4752,62.60744,6.168787,4752,80.24323,2.606479,4752,53.1903,5.902191,4752,81.97276,2.60964,4752,88.54058,2.479091,912,85.66001,4.584234,912,57.10067,6.255036,912,75.30391,2.757758,912,44.3279,5.50489,912,77.14856,2.845784,912
"Burundi","BDI",108,"Bujumbura Rural",108004,2011,"DHS","www.measuredhs.com",62.21267,1.541257,1494,102.4726,3.636928,1494,7.844529,.9651009,817,28.77172,2.819628,818,57.79764,2.044328,2144,68.01665,2.74822,878,76.78922,2.812953,487,50.57602,2.023862,1204,64.52475,4.098234,7248,42.42823,5.014913,7248,2.635628,.9433042,7248,55.74854,2.021995,7248,1.855816,.639537,7248,55.49459,2.013759,7248,64.72775,4.048388,1441,41.20702,4.939431,1441,2.563438,.9326984,1441,50.20334,1.984068,1441,1.656027,.6447994,1441,49.76766,1.906297,1441
"Burundi","BDI",108,"Bururi",108005,2011,"DHS","www.measuredhs.com",66.30883,1.372277,2036,117.4723,2.735463,2037,12.38563,1.100727,1268,45.57662,3.021638,1275,70.88363,1.587037,3050,80.19178,1.696627,1335,83.98978,1.838226,793,63.52834,1.884106,1616,67.94131,3.748927,9731,55.41788,4.216816,9731,3.004243,.774846,9731,56.42226,1.242099,9731,4.437777,2.226572,9731,56.78586,1.242379,9731,67.95639,3.516714,1921,54.18255,4.030688,1921,2.655414,.6866006,1921,51.19027,1.153134,1921,3.321293,1.444279,1921,51.43999,1.158005,1921
"Burundi","BDI",108,"Cankuzo",108006,2011,"DHS","www.measuredhs.com",61.17664,1.455065,2213,113.1274,3.140667,2216,5.808361,.8369156,1438,22.29794,2.037364,1443,65.92087,1.45844,3608,72.9434,1.839964,1528,78.40578,2.368593,834,60.23475,1.812829,1951,78.77239,2.694942,11487,44.91887,3.165077,11487,2.468756,.7346722,11487,56.77901,1.442348,11487,1.720605,.5250606,11487,56.79699,1.442665,11487,77.69923,2.89414,2405,43.86377,3.03138,2405,2.01526,.6152411,2405,51.33648,1.450344,2405,1.289977,.3697996,2405,51.36428,1.450414,2405
"Burundi","BDI",108,"Cibitoke",108007,2011,"DHS","www.measuredhs.com",62.21267,1.541257,1494,102.4726,3.636928,1494,7.844529,.9651009,817,28.77172,2.819628,818,57.79764,2.044328,2144,68.01665,2.74822,878,76.78922,2.812953,487,50.57602,2.023862,1204,64.52475,4.098234,7248,42.42823,5.014913,7248,2.635628,.9433042,7248,55.74854,2.021995,7248,1.855816,.639537,7248,55.49459,2.013759,7248,64.72775,4.048388,1441,41.20702,4.939431,1441,2.563438,.9326984,1441,50.20334,1.984068,1441,1.656027,.6447994,1441,49.76766,1.906297,1441
"Burundi","BDI",108,"Gitega",108008,2011,"DHS","www.measuredhs.com",61.17664,1.455065,2213,113.1274,3.140667,2216,5.808361,.8369156,1438,22.29794,2.037364,1443,65.92087,1.45844,3608,72.9434,1.839964,1528,78.40578,2.368593,834,60.23475,1.812829,1951,78.77239,2.694942,11487,44.91887,3.165077,11487,2.468756,.7346722,11487,56.77901,1.442348,11487,1.720605,.5250606,11487,56.79699,1.442665,11487,77.69923,2.89414,2405,43.86377,3.03138,2405,2.01526,.6152411,2405,51.33648,1.450344,2405,1.289977,.3697996,2405,51.36428,1.450414,2405
"Burundi","BDI",108,"Karuzi",108009,2011,"DHS","www.measuredhs.com",61.17664,1.455065,2213,113.1274,3.140667,2216,5.808361,.8369156,1438,22.29794,2.037364,1443,65.92087,1.45844,3608,72.9434,1.839964,1528,78.40578,2.368593,834,60.23475,1.812829,1951,78.77239,2.694942,11487,44.91887,3.165077,11487,2.468756,.7346722,11487,56.77901,1.442348,11487,1.720605,.5250606,11487,56.79699,1.442665,11487,77.69923,2.89414,2405,43.86377,3.03138,2405,2.01526,.6152411,2405,51.33648,1.450344,2405,1.289977,.3697996,2405,51.36428,1.450414,2405
"Burundi","BDI",108,"Kayanza",108010,2011,"DHS","www.measuredhs.com",59.55581,1.609998,1697,106.6306,3.42626,1697,6.49171,.979986,1050,21.49613,2.06091,1052,61.62832,1.586654,2865,66.4214,2.15718,1213,71.33768,2.619998,682,58.67095,1.697982,1545,81.93996,3.004557,8721,19.43646,2.187223,8721,4.827981,1.443905,8721,52.44914,1.770081,8721,1.712528,.3926777,8721,52.49173,1.770818,8721,81.27727,3.084214,1915,17.1148,1.931914,1915,3.996444,1.241578,1915,46.32183,1.72285,1915,1.135036,.2386363,1915,46.35194,1.723402,1915
"Burundi","BDI",108,"Kirundo",108011,2011,"DHS","www.measuredhs.com",59.55581,1.609998,1697,106.6306,3.42626,1697,6.49171,.979986,1050,21.49613,2.06091,1052,61.62832,1.586654,2865,66.4214,2.15718,1213,71.33768,2.619998,682,58.67095,1.697982,1545,81.93996,3.004557,8721,19.43646,2.187223,8721,4.827981,1.443905,8721,52.44914,1.770081,8721,1.712528,.3926777,8721,52.49173,1.770818,8721,81.27727,3.084214,1915,17.1148,1.931914,1915,3.996444,1.241578,1915,46.32183,1.72285,1915,1.135036,.2386363,1915,46.35194,1.723402,1915
"Burundi","BDI",108,"Makamba",108012,2011,"DHS","www.measuredhs.com",66.30883,1.372277,2036,117.4723,2.735463,2037,12.38563,1.100727,1268,45.57662,3.021638,1275,70.88363,1.587037,3050,80.19178,1.696627,1335,83.98978,1.838226,793,63.52834,1.884106,1616,67.94131,3.748927,9731,55.41788,4.216816,9731,3.004243,.774846,9731,56.42226,1.242099,9731,4.437777,2.226572,9731,56.78586,1.242379,9731,67.95639,3.516714,1921,54.18255,4.030688,1921,2.655414,.6866006,1921,51.19027,1.153134,1921,3.321293,1.444279,1921,51.43999,1.158005,1921
"Burundi","BDI",108,"Muramvya",108013,2011,"DHS","www.measuredhs.com",61.17664,1.455065,2213,113.1274,3.140667,2216,5.808361,.8369156,1438,22.29794,2.037364,1443,65.92087,1.45844,3608,72.9434,1.839964,1528,78.40578,2.368593,834,60.23475,1.812829,1951,78.77239,2.694942,11487,44.91887,3.165077,11487,2.468756,.7346722,11487,56.77901,1.442348,11487,1.720605,.5250606,11487,56.79699,1.442665,11487,77.69923,2.89414,2405,43.86377,3.03138,2405,2.01526,.6152411,2405,51.33648,1.450344,2405,1.289977,.3697996,2405,51.36428,1.450414,2405
"Burundi","BDI",108,"Muyinga",108014,2011,"DHS","www.measuredhs.com",59.55581,1.609998,1697,106.6306,3.42626,1697,6.49171,.979986,1050,21.49613,2.06091,1052,61.62832,1.586654,2865,66.4214,2.15718,1213,71.33768,2.619998,682,58.67095,1.697982,1545,81.93996,3.004557,8721,19.43646,2.187223,8721,4.827981,1.443905,8721,52.44914,1.770081,8721,1.712528,.3926777,8721,52.49173,1.770818,8721,81.27727,3.084214,1915,17.1148,1.931914,1915,3.996444,1.241578,1915,46.32183,1.72285,1915,1.135036,.2386363,1915,46.35194,1.723402,1915
"Burundi","BDI",108,"Mwaro",108015,2011,"DHS","www.measuredhs.com",66.30883,1.372277,2036,117.4723,2.735463,2037,12.38563,1.100727,1268,45.57662,3.021638,1275,70.88363,1.587037,3050,80.19178,1.696627,1335,83.98978,1.838226,793,63.52834,1.884106,1616,67.94131,3.748927,9731,55.41788,4.216816,9731,3.004243,.774846,9731,56.42226,1.242099,9731,4.437777,2.226572,9731,56.78586,1.242379,9731,67.95639,3.516714,1921,54.18255,4.030688,1921,2.655414,.6866006,1921,51.19027,1.153134,1921,3.321293,1.444279,1921,51.43999,1.158005,1921
"Burundi","BDI",108,"Ngozi",108016,2011,"DHS","www.measuredhs.com",59.55581,1.609998,1697,106.6306,3.42626,1697,6.49171,.979986,1050,21.49613,2.06091,1052,61.62832,1.586654,2865,66.4214,2.15718,1213,71.33768,2.619998,682,58.67095,1.697982,1545,81.93996,3.004557,8721,19.43646,2.187223,8721,4.827981,1.443905,8721,52.44914,1.770081,8721,1.712528,.3926777,8721,52.49173,1.770818,8721,81.27727,3.084214,1915,17.1148,1.931914,1915,3.996444,1.241578,1915,46.32183,1.72285,1915,1.135036,.2386363,1915,46.35194,1.723402,1915
"Burundi","BDI",108,"Rutana",108017,2011,"DHS","www.measuredhs.com",66.30883,1.372277,2036,117.4723,2.735463,2037,12.38563,1.100727,1268,45.57662,3.021638,1275,70.88363,1.587037,3050,80.19178,1.696627,1335,83.98978,1.838226,793,63.52834,1.884106,1616,67.94131,3.748927,9731,55.41788,4.216816,9731,3.004243,.774846,9731,56.42226,1.242099,9731,4.437777,2.226572,9731,56.78586,1.242379,9731,67.95639,3.516714,1921,54.18255,4.030688,1921,2.655414,.6866006,1921,51.19027,1.153134,1921,3.321293,1.444279,1921,51.43999,1.158005,1921
"Burundi","BDI",108,"Ruyigi",108018,2011,"DHS","www.measuredhs.com",61.17664,1.455065,2213,113.1274,3.140667,2216,5.808361,.8369156,1438,22.29794,2.037364,1443,65.92087,1.45844,3608,72.9434,1.839964,1528,78.40578,2.368593,834,60.23475,1.812829,1951,78.77239,2.694942,11487,44.91887,3.165077,11487,2.468756,.7346722,11487,56.77901,1.442348,11487,1.720605,.5250606,11487,56.79699,1.442665,11487,77.69923,2.89414,2405,43.86377,3.03138,2405,2.01526,.6152411,2405,51.33648,1.450344,2405,1.289977,.3697996,2405,51.36428,1.450414,2405
"Benin","BEN",204,"Alibori",204001,2006,"DHS","www.measuredhs.com",28.79105,3.414448,1327,39.55845,4.804761,1330,10.30434,2.116651,883,13.15361,2.623297,885,10.53,1.716684,1576,11.38697,1.881758,1138,16.30043,3.321516,299,8.887695,1.546592,973,56.93936,4.817009,6467,9.724898,2.856215,6467,,,,77.11183,3.203593,6467,9.091655,1.957309,6467,77.27969,3.208037,6467,58.9935,4.617139,985,10.17428,2.890223,985,,,,73.78362,3.212134,985,7.728452,1.779867,985,74.12374,3.214305,985
"Benin","BEN",204,"Atakora",204002,2006,"DHS","www.measuredhs.com",48.73195,2.30482,1864,72.4921,4.026027,1875,18.163,2.187506,1237,26.0753,3.286493,1242,20.71951,3.030346,1894,23.88758,3.710134,1175,36.60974,5.665642,320,15.16677,2.117306,1225,46.88579,3.839735,8499,9.20992,2.061472,8490,,,,70.32384,1.999701,8473,7.831641,2.389605,8474,70.59548,2.018664,8499,47.7213,3.668065,1360,9.978615,2.316831,1359,,,,64.64344,2.020937,1358,7.499834,2.371464,1357,65.05398,2.092524,1360
"Benin","BEN",204,"Atlantique",204003,2006,"DHS","www.measuredhs.com",67.15578,1.97007,1772,100.44,3.235313,1783,29.86752,2.252104,1433,43.19604,3.195383,1436,37.35193,2.160946,2518,41.17355,2.178033,1713,59.607,3.302859,411,30.77205,2.305399,1621,71.01997,3.512383,9727,40.2658,2.936596,9715,,,,74.91802,1.433577,9720,26.58106,1.934981,9720,76.1111,1.398604,9727,70.19011,3.520187,2252,42.15343,2.864602,2249,,,,71.53468,1.494065,2250,23.30058,1.838066,2250,72.44458,1.484122,2252
"Benin","BEN",204,"Borgou",204004,2006,"DHS","www.measuredhs.com",53.0898,3.944193,1844,73.99394,5.845814,1856,27.28141,2.652135,1247,36.55162,3.741717,1256,35.66061,3.766277,1434,40.61892,4.175467,966,61.18511,5.251168,267,24.82112,3.07708,898,67.63802,4.523269,8597,25.15261,4.394285,8594,,,,82.85039,2.045226,8597,22.3122,3.496575,8583,83.95237,2.10281,8597,70.9872,4.228613,1403,28.63552,4.75799,1402,,,,79.65966,1.737225,1403,22.19378,3.448739,1401,81.20966,1.836401,1403
"Benin","BEN",204,"Collines",204005,2006,"DHS","www.measuredhs.com",70.56578,2.53453,1296,100.8135,4.114306,1304,29.46524,2.614749,1016,42.46211,4.205175,1019,29.95172,2.40071,1561,32.64241,2.555304,1055,58.47948,4.299576,262,21.62201,2.062843,980,76.44556,3.776028,6416,16.81039,2.226059,6416,,,,75.2832,1.693068,6416,12.90851,1.787748,6407,75.60831,1.691239,6416,78.27972,3.440701,1356,16.79911,2.169672,1356,,,,71.05421,1.644808,1356,11.73068,1.633159,1355,71.53591,1.655662,1356
"Benin","BEN",204,"Donga",204006,2006,"DHS","www.measuredhs.com",64.56972,2.584609,1679,96.7345,3.883626,1689,30.35255,2.272885,1252,38.50257,2.992754,1261,24.95724,1.785011,1877,32.6816,2.227863,1264,64.5769,2.885209,383,12.47878,1.355174,1191,66.73055,4.234452,7458,26.41542,3.730108,7447,,,,69.6917,2.159189,7448,15.70902,1.947164,7447,69.95039,2.117715,7460,66.44152,4.321177,1281,26.17447,3.680093,1280,,,,62.8998,2.258596,1279,12.34801,1.628184,1279,63.00401,2.243603,1282
"Benin","BEN",204,"Kouffo",204007,2006,"DHS","www.measuredhs.com",57.39716,3.857666,1277,83.76809,5.570595,1284,22.05,3.372036,789,33.84658,4.930439,803,25.96195,3.569873,1129,31.61479,4.049458,755,60.64853,5.058832,178,14.60437,2.601882,748,41.58111,4.150049,5588,22.30187,5.179105,5588,,,,85.61476,1.864815,5476,16.41562,3.644383,5554,85.90527,1.748484,5588,40.13298,4.150095,810,21.73731,4.809742,810,,,,81.14072,2.095328,803,13.93309,3.392432,806,81.19951,2.067654,810
"Benin","BEN",204,"Littoral",204008,2006,"DHS","www.measuredhs.com",82.75832,1.618164,1026,109.3873,2.510213,1037,50.34026,1.808617,1164,74.27285,2.78899,1173,71.71525,1.400265,2313,73.12237,1.573349,1662,75.41948,2.222101,442,69.76979,1.852314,1345,99.219,.3052894,7580,90.75573,1.99678,7574,,,,86.41264,.869652,7568,69.38963,1.725954,7580,91.26065,.7655355,7583,99.3839,.2329579,1915,90.70673,1.870376,1912,,,,83.74461,.9410651,1913,64.24232,1.624095,1915,89.16718,.903799,1916
"Benin","BEN",204,"Mono",204009,2006,"DHS","www.measuredhs.com",67.92778,3.249496,1101,110.9832,5.319619,1109,28.65611,2.81186,858,42.52511,3.88992,866,35.41603,2.890334,1531,42.63699,3.193115,994,72.48602,4.183721,257,23.60639,2.570993,1025,63.14695,5.579925,5509,26.56524,3.890382,5509,,,,67.92434,2.405585,5534,15.44635,2.28746,5516,68.51448,2.464439,5534,64.12782,5.502411,1168,28.40923,3.956728,1168,,,,66.64109,2.565,1173,14.21528,2.065646,1170,67.15505,2.599829,1173
"Benin","BEN",204,"Oueme",204010,2006,"DHS","www.measuredhs.com",71.36736,1.60872,1708,103.9777,2.582431,1742,37.67174,2.022392,1510,54.73167,3.068101,1541,40.16615,1.852563,2652,43.56839,2.080754,1823,65.17425,2.704281,432,31.76665,1.817736,1661,69.18882,2.983308,9792,47.87883,3.285046,9789,,,,78.97215,1.459534,9795,34.28732,2.433475,9789,79.78348,1.46754,9811,68.96172,3.004589,1973,48.74939,3.310864,1972,,,,75.80082,1.474341,1973,31.43934,2.273503,1972,76.7672,1.450688,1976
"Benin","BEN",204,"Plateau",204011,2006,"DHS","www.measuredhs.com",54.97998,3.538445,935,83.82378,5.593252,943,20.29464,2.09947,681,27.99026,2.968391,685,21.75169,2.376657,1115,25.45676,2.795974,656,47.75055,4.254455,144,14.83335,2.074102,736,75.12516,5.11146,4728,28.47209,3.833978,4724,,,,70.11582,2.072869,4728,15.58392,2.16178,4728,70.59329,2.05773,4728,76.9396,4.621592,1046,30.48558,3.590518,1045,,,,64.22688,2.142759,1046,12.51461,1.724977,1046,64.57275,2.151824,1046
"Benin","BEN",204,"Zou",204012,2006,"DHS","www.measuredhs.com",65.00037,2.282681,1693,95.87933,3.851811,1698,24.56606,2.632712,1375,35.98766,3.679787,1382,30.97823,2.670667,2380,33.27122,2.993911,1662,54.41716,3.877231,421,23.48766,2.295428,1474,69.8941,3.8604,8865,36.73705,3.647127,8859,,,,74.45713,1.867946,8850,18.08573,2.518191,8872,75.26587,1.806349,8872,70.72093,3.569961,1939,36.97978,3.381745,1938,,,,71.17115,2.078962,1938,14.92467,1.927793,1940,71.76183,2.046529,1940
"Burkina Faso","BFA",854,"Boucle du Mouhoun",854001,2010,"DHS","www.measuredhs.com",47.10747,3.082212,1327,61.37335,3.988316,1328,14.20879,2.376828,905,19.10604,3.086556,907,19.33432,2.164176,1981,23.98779,2.530852,1245,32.04469,4.113194,351,15.18227,2.10517,1204,65.25873,4.682163,6839,23.97989,3.836829,6843,3.49815,1.260387,6843,74.31587,2.518799,6843,18.31292,2.78617,6843,75.95146,2.533016,6843,65.05984,4.854463,1225,23.72709,3.397988,1226,3.939107,1.398867,1226,69.60226,2.638032,1226,15.48926,2.406252,1226,71.09406,2.638624,1226
"Burkina Faso","BFA",854,"Cascades",854002,2010,"DHS","www.measuredhs.com",60.82388,3.066802,1079,74.85999,3.535654,1081,22.48054,2.379609,741,30.57428,3.047964,744,25.37322,1.86318,1557,29.69643,2.246646,1022,39.14899,3.55699,286,20.24144,2.147523,944,54.44254,5.110486,5392,34.23885,4.37618,5392,8.873948,2.849567,5373,76.70304,3.009691,5392,14.74731,2.764792,5376,79.11134,2.866304,5392,56.57214,5.154943,947,34.77911,4.46656,947,9.435981,2.925028,943,74.88748,2.838501,947,14.05645,2.600195,945,77.18962,2.725141,947
"Burkina Faso","BFA",854,"Centre (sans Ougadougou)",854003,2010,"DHS","www.measuredhs.com",76.3093,3.336366,375,100.6703,5.37576,376,22.01436,4.346548,276,25.60074,5.397619,276,26.3166,3.772537,554,31.21031,3.935109,347,42.10939,6.222023,117,19.20131,3.061223,332,33.97265,8.98296,1857,35.51789,7.803957,1857,3.761071,3.306644,1850,74.06977,4.933561,1857,10.58016,3.817463,1857,75.06356,4.877131,1857,35.25707,9.26423,325,33.7282,7.166485,325,4.79172,4.271471,324,70.14392,4.61812,325,11.03847,4.628573,325,71.04205,4.668494,325
"Burkina Faso","BFA",854,"Centre-Est",854004,2010,"DHS","www.measuredhs.com",45.99915,3.993374,1274,59.20704,5.10779,1276,14.84393,2.177706,856,19.16102,2.833694,860,19.39251,2.086249,1694,23.67305,2.502131,1111,37.72283,4.02245,340,12.99911,1.734365,1034,30.18916,4.220915,6252,15.19444,2.844673,6259,5.357249,1.783767,6251,68.46252,2.971955,6259,7.182745,1.812433,6250,68.93037,2.997097,6259,30.18152,4.049952,1124,17.23093,3.108498,1125,6.343531,2.112115,1124,65.65276,2.820092,1125,7.825749,1.950112,1124,66.33054,2.821629,1125
"Burkina Faso","BFA",854,"Centre-Nord",854005,2010,"DHS","www.measuredhs.com",46.6903,4.063432,1283,59.12242,4.825613,1284,7.694133,1.41286,751,10.23191,1.80374,755,15.0699,1.522373,1622,18.24117,1.937133,1052,26.23035,3.551561,296,11.34654,1.52613,999,27.86151,3.595867,6024,21.23636,2.994813,6024,2.890842,1.016961,6024,78.01109,2.163021,6023,4.716616,1.236648,6020,78.2961,2.151044,6024,29.93025,3.82417,1137,21.73299,3.154538,1137,3.95002,1.394228,1137,76.74516,2.127707,1136,5.186984,1.464384,1136,76.93976,2.090906,1137
"Burkina Faso","BFA",854,"Centre-Ouest",854006,2010,"DHS","www.measuredhs.com",51.94839,3.472897,1347,71.8251,4.738299,1348,20.53925,2.279301,1057,27.92325,3.110001,1057,25.27123,2.236044,2053,30.21862,2.592722,1424,41.99369,3.670245,449,19.1588,2.061043,1201,51.80779,5.270621,7033,18.7907,3.74962,7034,5.710427,1.865895,7041,68.80063,2.785163,7041,9.234547,1.798684,7024,69.33031,2.828427,7041,51.62644,5.2527,1107,22.37238,4.207605,1107,7.980248,2.447496,1108,65.27713,2.684449,1108,10.00532,1.933018,1106,65.99619,2.768232,1108
"Burkina Faso","BFA",854,"Centre-Sud",854007,2010,"DHS","www.measuredhs.com",61.20403,2.951234,1089,78.73884,4.0645,1089,21.62267,1.967588,808,28.8457,3.087354,811,23.5385,2.123419,1629,30.07822,2.754993,1067,47.78005,4.74068,322,14.23072,1.798469,979,24.17113,3.415097,5661,13.55475,2.357879,5664,2.902987,1.063161,5658,71.79185,2.244716,5664,5.48602,1.226725,5660,72.66994,2.274672,5664,26.14611,3.515713,987,14.73308,2.508722,988,3.727191,1.275468,987,68.43745,2.207621,988,6.42243,1.433219,987,69.21805,2.259292,988
"Burkina Faso","BFA",854,"Est",854008,2010,"DHS","www.measuredhs.com",33.45954,2.781763,1418,44.72992,3.776707,1418,10.78263,1.60532,905,13.36712,2.172194,907,16.51732,1.646392,1902,19.52044,2.174351,1350,29.59601,3.743642,380,12.50715,1.439332,1161,32.97147,3.707526,7112,4.783149,1.260769,7096,2.8941,1.006274,7093,60.79346,3.070275,7112,4.822217,1.242838,7106,61.72838,3.051672,7112,33.70095,3.717153,1121,5.187733,1.424634,1120,3.75608,1.345193,1118,58.05187,2.619305,1121,5.177197,1.479938,1120,58.8804,2.650133,1121
"Burkina Faso","BFA",854,"Hauts-Bassins",854009,2010,"DHS","www.measuredhs.com",61.15878,2.576657,1135,78.12904,3.450477,1135,24.06118,1.978286,906,36.16483,4.03238,908,34.62423,2.309522,2185,39.62394,2.544677,1519,54.41326,3.241239,421,25.62502,2.295986,1268,65.29703,5.642214,6654,39.13138,5.633472,6654,25.90178,5.371059,6641,74.94061,2.230887,6654,30.94297,4.092717,6654,77.37213,2.370999,6654,67.53576,5.520123,1268,42.8315,6.025402,1268,27.10232,5.417595,1267,70.75492,2.365099,1268,29.18279,3.895593,1268,73.24863,2.516241,1268
"Burkina Faso","BFA",854,"Nord",854010,2010,"DHS","www.measuredhs.com",61.20465,1.984221,1256,79.612,2.717322,1261,14.25248,1.547967,874,19.06753,2.020305,878,19.21457,1.466474,1777,24.22894,1.985107,1184,37.26428,3.317288,367,13.09088,1.205214,1069,56.27993,5.365822,6469,29.95395,4.146421,6478,7.375786,2.155219,6473,71.20059,2.186229,6478,11.40339,2.069807,6471,72.65202,2.142543,6478,58.20706,5.172263,1130,31.34558,4.300049,1131,9.596336,2.818903,1129,68.25168,1.884603,1131,11.84962,2.477415,1130,69.99679,1.907688,1131
"Burkina Faso","BFA",854,"Plateau Central",854011,2010,"DHS","www.measuredhs.com",59.67852,3.248023,1200,75.05299,4.242661,1201,20.49911,2.423368,903,23.98211,2.966011,904,62.13087,2.49165,1910,65.05228,2.372751,1455,65.61594,2.590085,421,58.94475,3.074213,1011,15.06279,2.679839,5987,33.92333,4.776732,6001,2.91122,1.333166,6001,86.84258,2.276724,6001,5.096137,1.420414,5979,87.19807,2.250651,6001,16.55587,3.006134,1001,33.35984,4.609004,1004,3.422902,1.601572,1004,84.65981,2.073286,1004,5.905178,1.5629,1001,85.06344,2.042529,1004
"Burkina Faso","BFA",854,"Sahel",854012,2010,"DHS","www.measuredhs.com",22.98792,2.838013,1080,31.22872,3.60204,1080,4.744555,1.644839,758,6.764682,1.890757,758,19.43795,1.907951,1754,24.22623,2.311159,1190,38.04911,3.872648,388,12.21509,1.895417,1019,21.94113,3.793346,5688,8.657273,1.783785,5688,2.200496,1.009035,5688,53.92303,2.933574,5688,2.992775,1.035066,5682,54.69724,2.920315,5688,22.17146,3.849942,1101,8.289054,1.815627,1101,2.322296,1.130705,1101,48.0265,2.667584,1101,3.144483,1.156956,1100,48.73819,2.706966,1101
"Burkina Faso","BFA",854,"Sud-Ouest",854013,2010,"DHS","www.measuredhs.com",36.05249,3.76445,1059,46.05244,4.813874,1059,14.29476,2.100247,697,18.04981,2.539194,697,9.584009,1.485067,1564,11.03733,1.779993,1039,16.13749,3.406605,293,7.52563,1.240834,953,42.42323,6.39966,5562,8.724837,2.504775,5562,5.81306,2.177317,5559,68.89685,2.473394,5559,7.391853,1.833761,5562,69.16965,2.519211,5562,47.68122,6.205766,996,10.73492,3.03732,996,7.378623,2.701576,995,66.75003,2.606102,995,8.835491,2.277528,996,66.99684,2.643388,996
"Burkina Faso","BFA",854,"Ouagadougou",854014,2010,"DHS","www.measuredhs.com",83.42273,1.619618,633,120.253,3.088265,633,44.06803,1.979546,834,60.85052,2.797243,834,17.35647,1.97785,1694,22.60365,2.389846,1096,33.0906,4.519438,317,12.00699,1.895131,1032,95.25863,2.293958,4935,83.33277,2.257835,4947,58.06063,5.468243,4947,78.21635,2.26401,4943,59.8906,4.480246,4947,84.52575,2.222322,4947,94.93382,2.476257,936,82.87483,1.99082,938,53.71755,5.357114,938,77.07124,2.098544,936,55.5426,4.180657,938,83.55418,2.153151,938
"Cameroon","CMR",120,"Adamaoua",120001,2011,"DHS","www.measuredhs.com",75.87147,2.29191,1098,113.7904,3.594748,1098,30.92685,3.158718,945,45.20081,4.50118,952,59.10497,3.163107,1688,63.83588,3.219088,1211,73.04845,3.090411,410,51.24739,3.856135,866,70.7537,3.14221,5708,76.20662,3.014342,5707,44.16973,4.459502,5703,62.59824,1.951295,5708,43.64092,3.82273,5696,68.14868,2.210731,5708,72.05108,3.340151,1111,74.76673,3.244168,1110,40.9478,4.101648,1110,55.86103,2.111176,1111,37.21501,3.461658,1109,62.958,2.066095,1111
"Cameroon","CMR",120,"Centre",120002,2011,"DHS","www.measuredhs.com",91.63821,1.000783,1031,130.4442,2.95288,1031,52.5429,2.240185,890,74.74306,4.072667,898,88.79629,1.463539,1808,89.33324,1.539261,1198,91.90501,1.468183,419,88.18914,1.724752,985,79.37782,2.663177,6120,46.89141,3.566947,6114,59.66571,5.610702,6120,64.80667,2.173539,6119,54.65286,3.808591,6120,79.80531,2.023263,6120,81.53576,2.571003,1177,44.14669,3.165716,1175,61.59118,5.807874,1177,62.00585,2.363524,1176,53.58878,4.893059,1177,77.83568,2.750871,1177
"Cameroon","CMR",120,"Est",120003,2011,"DHS","www.measuredhs.com",84.82797,1.641521,985,116.3676,2.193532,986,43.64995,3.358058,766,61.41806,4.803061,771,78.18655,2.09534,1406,80.80832,2.107385,1011,87.25236,2.274978,343,73.68499,2.638341,766,75.83976,3.109157,4942,32.16861,3.316094,4937,46.64381,4.274517,4924,51.36666,2.382615,4935,45.36549,3.171783,4942,62.28042,2.723575,4942,76.1299,2.876242,1035,33.07027,3.173726,1034,43.5132,3.966892,1032,47.63621,1.926388,1034,38.66859,3.029996,1035,58.31977,2.531628,1035
